CPT,Description,Provider,ProviderName,Radius,LocationID,LocationName,
81001,URINALYSIS  BY DIP STICK OR TABLET REAGE,MEY.NA,Meyer Nathaniel A,1,SF.CL,AVERA MEDICAL GROUP SPENCER,
90837,PSYCHOTHERAPY  60 MINUTES WITH PATIENT A,MCN.PA,McNeil Patrick M,1,MP.CL,AVERA MED GRP MIDWEST PSYCHIAT,
90785,INTERACTIVE COMPLEXITY,MCN.PA,McNeil Patrick M,1,MP.CL,AVERA MED GRP MIDWEST PSYCHIAT,
99213,EST OFFICE VISIT EXP PROBLEM FOCUSED,MCK.HE,McKean Heidi A,2,MO.CL,AVERA MEDICAL ONC & HEMATOLOGY,
99213,EST OFFICE VISIT EXP PROBLEM FOCUSED,MCK.HE,McKean Heidi A,1,MO.TE,TELEMEDICINE-ONCOLOGY,
99214,EST OFFICE VISIT DETAILED,MCK.HE,McKean Heidi A,2,MO.CL,AVERA MEDICAL ONC & HEMATOLOGY,
99214,EST OFFICE VISIT DETAILED,MCK.HE,McKean Heidi A,2,MO.TE,TELEMEDICINE-ONCOLOGY,
95117,ALLERGY INJECTIONS 2 OR MORE,MAR.GR,Martins Greta M NP,1,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
84702,GONADOTROPIN CHORIONIC (hCG) QUANTITATI,LUN.KI,Lunder Kimberly K,1,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
87880,LAB  STREPTOCOCCUS GROUP A,LUN.KI,Lunder Kimberly K,2,MGCLDF,AV MED GRP MCGREEVY DAWLEY FAR,
36415,VENIPUNCTURE,LUN.KI,Lunder Kimberly K,1,MGCLDF,AV MED GRP MCGREEVY DAWLEY FAR,
99214,EST OFFICE VISIT DETAILED,LUN.KI,Lunder Kimberly K,1,MGCLDF,AV MED GRP MCGREEVY DAWLEY FAR,
99213,EST OFFICE VISIT EXP PROBLEM FOCUSED,LUN.KI,Lunder Kimberly K,1,MGCLDF,AV MED GRP MCGREEVY DAWLEY FAR,
90471,IMMUNIZATION ADMINISTRATION ONE VACCINE,LUD.MA,Ludes Mark F DO,1,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
90471,IMMUNIZATION ADMINISTRATION (INCLUDES PE,LUD.MA,Ludes Mark F DO,3,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
90710-SL,MMRV VACCINE,LUD.MA,Ludes Mark F DO,1,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
90633,HEPATITIS A VACCINE  PEDIATRIC/ADOLESCEN,LUD.MA,Ludes Mark F DO,1,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
90645-SL,HIB VACCINE 4 DOSE,LUD.MA,Ludes Mark F DO,1,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
95117,ALLERGY INJECTIONS 2 OR MORE,LUD.MA,Ludes Mark F DO,1,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
90680-SL,ROTAVIRUS VACCINE  PENTAVALENT  3 DOSE S,LUD.MA,Ludes Mark F DO,1,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
99173,SCREENING TEST OF VISUAL ACUITY  QUANTIT,LUD.MA,Ludes Mark F DO,2,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
90472,IMMUNIZATION ADMINISTRATION EACH ADDITI,LUD.MA,Ludes Mark F DO,3,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
99392,PERIODIC COMPREHENSIVE PREVENTIVE MEDICI,LUD.MA,Ludes Mark F DO,2,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
90670-SL,PNEUMOCOCCAL CONJUGATE VACCINE  13 VALEN,LUD.MA,Ludes Mark F DO,1,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
96110,DEVELOPMENTAL TEST LIMITED  WITH INTERP,LUD.MA,Ludes Mark F DO,1,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
90696-SL,DIPHTHERIA  TETANUS TOXOIDS  ACELLULAR S,LUD.MA,Ludes Mark F DO,1,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
90707-SL,MMR VACCINE,LUD.MA,Ludes Mark F DO,1,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
90633-SL,HEPATITIS A VACCINE  PEDIATRIC/ADOLESCEN,LUD.MA,Ludes Mark F DO,1,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
S0302,COMPLETED EARLY PERIODIC SCREENING DIAGN,LUD.MA,Ludes Mark F DO,1,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
90716-SL,VARICELLA VIRUS VACCINE  LIVE  FOR SUBCU,LUD.MA,Ludes Mark F DO,1,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
99391,PERIODIC COMPREHENSIVE PREVENTIVE MEDICI,LUD.MA,Ludes Mark F DO,1,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
90723-SL,PEDIARIX VACCINE,LUD.MA,Ludes Mark F DO,1,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
V5008,HEARING SCREENING,LUD.MA,Ludes Mark F DO,1,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
83036-QW,HEMOGLOBIN GLYCOSYLATED,LON.CH,Longo Charles A,3,EN.CL,AVERA MEDICAL GRP ENDOCRINOLGY,
99211,LEVEL 1 EST PT,LON.CH,Longo Charles A,1,EN.CL,AVERA MEDICAL GRP ENDOCRINOLGY,
99212,LEVEL 2 EST PT,LON.CH,Longo Charles A,5,EN.CL,AVERA MEDICAL GRP ENDOCRINOLGY,
90834,PSYCHOTHERAPY  45 MINUTES WITH PATIENT A,LIN.JU01,Linsenmeyer Julie A CNP,3,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
36416,FINGER STICK,LEI.HO,Leibowitz Howard,1,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
85610-QW,PROTHROMBIN TIME,LEI.HO,Leibowitz Howard,1,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
99211,EST OFFICE VISIT  MINIMAL,LEI.HO,Leibowitz Howard,2,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
99213,OFFICE OR OTHER OUTPATIENT VISIT ESTABLI,KUM.KA K,Kumm PA-C Kayla M,2,KF.CL,AVERA ST LUKES FASTCARE KESSLE,
87880,LAB  STREPTOCOCCUS GROUP A,KUM.KA K,Kumm PA-C Kayla M,1,KF.CL,AVERA ST LUKES FASTCARE KESSLE,
87880-QW,LAB  STREPTOCOCCUS GROUP A,KUM.KA K,Kumm PA-C Kayla M,5,KF.CL,AVERA ST LUKES FASTCARE KESSLE,
99213,EST OFFICE VISIT EXP PROBLEM FOCUSED,KUM.KA K,Kumm PA-C Kayla M,18,KF.CL,AVERA ST LUKES FASTCARE KESSLE,
86580,SKIN TEST TUBERCULOSIS  INTRADERMAL,KUM.KA K,Kumm PA-C Kayla M,2,KF.CL,AVERA ST LUKES FASTCARE KESSLE,
99999,NO CHARGE VISIT,KUM.KA K,Kumm PA-C Kayla M,2,KF.CL,AVERA ST LUKES FASTCARE KESSLE,
81003-QW,URINALYSIS  BY DIP STICK OR TABLET REAGE,KUM.KA K,Kumm PA-C Kayla M,1,KF.CL,AVERA ST LUKES FASTCARE KESSLE,
90834,PSYCHOTHERAPY  45 MINUTES WITH PATIENT A,KUC.RE,Kuch Rebecca J LPC-MH,3,PS.CL,AVERA MEDICAL GROUP PSYCHIATRY,
90791,PSYCHIATRIC DIAGNOSTIC EVALUATION,KUC.RE,Kuch Rebecca J LPC-MH,1,PS.CL,AVERA MEDICAL GROUP PSYCHIATRY,
90847,FAMILY PSYCHOTHERAPY (CONJOINT PSYCHOTHE,KUC.RE,Kuch Rebecca J LPC-MH,1,PS.CL,AVERA MEDICAL GROUP PSYCHIATRY,
99214,EST OFFICE VISIT DETAILED,KRI.AM,Krie Amy K,5,MO.CL,AVERA MEDICAL ONC & HEMATOLOGY,
99213,EST OFFICE VISIT EXP PROBLEM FOCUSED,KRI.AM,Krie Amy K,9,MO.CL,AVERA MEDICAL ONC & HEMATOLOGY,
90680,ROTAVIRUS VACCINE  PENTAVALENT  3 DOSE S,KOO.RI,Kooima Rick,1,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
99391,EST ROUTINE EXAM LESS THAN 1 YEAR,KOO.RI,Kooima Rick,2,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
90471,IMMUNIZATION ADMINISTRATION ONE VACCINE,KOO.RI,Kooima Rick,1,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
90471,IMMUNIZATION ADMINISTRATION (INCLUDES PE,KOO.RI,Kooima Rick,1,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
90723,PEDIARIX VACCINE,KOO.RI,Kooima Rick,1,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
99392,PERIODIC COMPREHENSIVE PREVENTIVE MEDICI,KOO.RI,Kooima Rick,3,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
99394,EST ROUTINE EXAM 12-17 YEARS,KOO.RI,Kooima Rick,1,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
90472,IMMUNIZATION ADMINISTRATION EACH ADDITI,KOO.RI,Kooima Rick,3,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
90648-SL,HIB VACCINE 4 DOSE,KOO.RI,Kooima Rick,1,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
90734,MENACTRA OR MENVEO VACCINE,KOO.RI,Kooima Rick,1,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
90670,PNEUMOCOCCAL CONJUGATE VACCINE  13 VALEN,KOO.RI,Kooima Rick,1,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
90707-SL,MMR VACCINE,KOO.RI,Kooima Rick,1,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
99213,EST OFFICE VISIT EXP PROBLEM FOCUSED,KOO.RI,Kooima Rick,1,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
90473,IMMUNIZATION ADMINISTRATION BY INTRANASA,KOO.RI,Kooima Rick,1,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
90633-SL,HEPATITIS A VACCINE  PEDIATRIC/ADOLESCEN,KOO.RI,Kooima Rick,1,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
86580,SKIN TEST TUBERCULOSIS  INTRADERMAL,KON.JE,Konstanz Jeff,1,CC.FQ,DAKOTA FAMILY MEDICAL CENTER,
85610,PROTHROMBIN TIME,KOE.JA,Koelewyn Jason R,1,SI1.CL,SIOUX CENTER MEDICAL CLINIC,
85610-QW,PROTIME WAIVED,KOE.JA,Koelewyn Jason R,3,SI1.CL,SIOUX CENTER MEDICAL CLINIC,
99211,LEVEL 1 EST PT,KOE.JA,Koelewyn Jason R,4,SI1.CL,SIOUX CENTER MEDICAL CLINIC,
99308,SUBSEQUENT NURSING HOME EXP/LOW,KOC.BR01,Kocourek Bruce W,12,EF1.SN,EDGEBROOK REST CENTER,
99307,SUBSEQUENT NURSING HOME FOCUSED/SF,KOC.BR01,Kocourek Bruce W,15,EF1.SN,EDGEBROOK REST CENTER,
85610-QW,PROTHROMBIN TIME,KNU.TR,Knutson Tricia L,1,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
36415,VENIPUNCTURE,KNU.TR,Knutson Tricia L,1,MGCLDF,AV MED GRP MCGREEVY DAWLEY FAR,
85610,PROTHROMBIN TIME,KNU.TR,Knutson Tricia L,1,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
36416,FINGER STICK,KNU.TR,Knutson Tricia L,1,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
99211,EST OFFICE VISIT  MINIMAL,KNU.TR,Knutson Tricia L,1,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
99213,EST OFFICE VISIT EXP PROBLEM FOCUSED,KLE.JE04,Klein Jessica,1,MO.CL,AVERA MEDICAL ONC & HEMATOLOGY,
99212,LEVEL 2 EST PT,KLE.JE01,Kleinhesselink Jeanne A,2,SI1.CL,SIOUX CENTER MEDICAL CLINIC,
85025,BLOOD COUNT COMPLETE (CBC)   AUTOMATED,KLE.JE01,Kleinhesselink Jeanne A,1,SI1.CL,SIOUX CENTER MEDICAL CLINIC,
86140,C-REACTIVE PROTEIN,KLE.JE01,Kleinhesselink Jeanne A,1,SI1.CL,SIOUX CENTER MEDICAL CLINIC,
99213,LEVEL 3 ESTABLISHED PATIENT,KLE.JE01,Kleinhesselink Jeanne A,2,SI1.CL,SIOUX CENTER MEDICAL CLINIC,
99212,LEVEL 2 EST PT,KAM.BR01,Kampmann Brian D,4,OA.CL,AMG ORTHOPEDICS DEPT/AQOP,
J7326,HYALURONAN OR DERIVATIVE  GEL-ONE  FOR I,KAM.BR01,Kampmann Brian D,1,OA.CL,AMG ORTHOPEDICS DEPT/AQOP,
20605,INJECT/ASPIRATE INTERMEDIATE JOINT/BURSA,KAM.BR01,Kampmann Brian D,1,OA.CL,AMG ORTHOPEDICS DEPT/AQOP,
20610,INJECT/ASPIRATE LARGE JOINT/BURSA,KAM.BR01,Kampmann Brian D,2,OA.CL,AMG ORTHOPEDICS DEPT/AQOP,
J1040,METHYLPRED ACE 80MG/ML 1 ML IM,KAM.BR01,Kampmann Brian D,2,OA.CL,AMG ORTHOPEDICS DEPT/AQOP,
73565-26,RADIOLOGIC EXAMINATION  KNEE BOTH KNEES,KAM.BR01,Kampmann Brian D,1,OA.CL,AMG ORTHOPEDICS DEPT/AQOP,
99213,LEVEL 3 EST PT,KAM.BR01,Kampmann Brian D,1,OA.CL,AMG ORTHOPEDICS DEPT/AQOP,
20610,ASPIR INJ MAJOR JT,KAM.BR01,Kampmann Brian D,2,OA.CL,AMG ORTHOPEDICS DEPT/AQOP,
99213,EST OFFICE VISIT EXP PROBLEM FOCUSED,KAM.BR01,Kampmann Brian D,5,OA.CL,AMG ORTHOPEDICS DEPT/AQOP,
20605,ASPIR INJ INTERM JT,KAM.BR01,Kampmann Brian D,1,OA.CL,AMG ORTHOPEDICS DEPT/AQOP,
86580,SKIN TEST TUBERCULOSIS  INTRADERMAL,JUN.MA K,Jungemann Maria E CNP,1,KF.CL,AVERA ST LUKES FASTCARE KESSLE,
99213,EST OFFICE VISIT EXP PROBLEM FOCUSED,JUN.MA K,Jungemann Maria E CNP,1,KF.CL,AVERA ST LUKES FASTCARE KESSLE,
85610-QW,PROTIME WAIVED,JON.RI,Jongewaard Richard A,2,SI1.CL,SIOUX CENTER MEDICAL CLINIC,
99211,LEVEL 1 EST PT,JON.RI,Jongewaard Richard A,2,SI1.CL,SIOUX CENTER MEDICAL CLINIC,
36415,VENIPUNCTURE,JAC.JE,Jacob Jenna M,1,OF.CL,AVERA MEDICAL GROUP ONEILL,
99211,EST OFFICE VISIT  MINIMAL,JAC.JE,Jacob Jenna M,1,OF.CL,AVERA MEDICAL GROUP ONEILL,
80053,COMPREHENSIVE METABOLIC PANEL,JAC.JE,Jacob Jenna M,1,OF.CL,AVERA MEDICAL GROUP ONEILL,
80061,LIPID PANEL,JAC.JE,Jacob Jenna M,1,OF.CL,AVERA MEDICAL GROUP ONEILL,
85610,PROTHROMBIN TIME,JAC.JE,Jacob Jenna M,1,OF.CL,AVERA MEDICAL GROUP ONEILL,
83036,HEMOGLOBIN GLYCOSYLATED,JAC.JE,Jacob Jenna M,1,OF.CL,AVERA MEDICAL GROUP ONEILL,
85025,BLOOD COUNT COMPLETE (CBC)   AUTOMATED,JAC.JE,Jacob Jenna M,1,OF.CL,AVERA MEDICAL GROUP ONEILL,
83036-QW,HEMOGLOBIN GLYCOSYLATED,HUT.KA,Hutchinson Karen E MD,2,EN.CL,AVERA MEDICAL GRP ENDOCRINOLGY,
99212,LEVEL 2 EST PT,HUT.KA,Hutchinson Karen E MD,2,EN.CL,AVERA MEDICAL GRP ENDOCRINOLGY,
93000,EKG WITH INTERP AND REPORT,HUN.KE,Hunziker Kenneth R,1,SF.CL,AVERA MEDICAL GROUP SPENCER,
99213,EST OFFICE VISIT EXP PROBLEM FOCUSED,HUB.MA,Huber Mark R,5,MO.CL,AVERA MEDICAL ONC & HEMATOLOGY,
99215,EST OFFICE VISIT COMPREHENSIVE,HUB.MA,Huber Mark R,1,MO.CL,AVERA MEDICAL ONC & HEMATOLOGY,
99214,EST OFFICE VISIT DETAILED,HUB.MA,Huber Mark R,8,MO.CL,AVERA MEDICAL ONC & HEMATOLOGY,
99214,EST OFFICE VISIT DETAILED,HOO.MEMO,Hoogeveen Melissa S,2,MO.CL,AVERA MEDICAL ONC & HEMATOLOGY,
99213,EST OFFICE VISIT EXP PROBLEM FOCUSED,HOO.MEMO,Hoogeveen Melissa S,7,MO.CL,AVERA MEDICAL ONC & HEMATOLOGY,
99381,NEW ROUTINE EXAM UNDER 1 YEAR,HOI.SH,Hoime Shannon D,1,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
90723,PEDIARIX VACCINE,HOI.SH,Hoime Shannon D,2,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
90473,IMMUNIZATION ADMINISTRATION BY INTRANASA,HOI.SH,Hoime Shannon D,2,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
90648-SL,HIB VACCINE 4 DOSE,HOI.SH,Hoime Shannon D,2,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
99391,EST ROUTINE EXAM LESS THAN 1 YEAR,HOI.SH,Hoime Shannon D,3,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
90680,ROTAVIRUS VACCINE  PENTAVALENT  3 DOSE S,HOI.SH,Hoime Shannon D,2,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
90670,PNEUMOCOCCAL CONJUGATE VACCINE  13 VALEN,HOI.SH,Hoime Shannon D,2,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
99213,EST OFFICE VISIT EXP PROBLEM FOCUSED,HOI.SH,Hoime Shannon D,6,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
90472,IMMUNIZATION ADMINISTRATION EACH ADDITI,HOI.SH,Hoime Shannon D,2,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
82075,ALCOHOL BREATH,HIN.NA,Hinker Nathan,1,CM.CL,AVERA MEDICAL GROUP CORSICA,
85014,BLOOD COUNT HEMATOCRIT  (HCT),HIN.NA,Hinker Nathan,1,CM.NRH,AVERA MEDICAL GROUP CORSICA,
99213,EST OFFICE VISIT EXP PROBLEM FOCUSED,HIN.NA,Hinker Nathan,1,CM.CL,AVERA MEDICAL GROUP CORSICA,
85018,BLOOD COUNT HEMOGLOBIN  (HGB),HIN.NA,Hinker Nathan,1,CM.NRH,AVERA MEDICAL GROUP CORSICA,
85610,PROTHROMBIN TIME,HIN.NA,Hinker Nathan,1,CM.NRH,AVERA MEDICAL GROUP CORSICA,
36415,VENIPUNCTURE,HIN.NA,Hinker Nathan,2,CM.CL,AVERA MEDICAL GROUP CORSICA,
36415,VENIPUNCTURE,HIN.NA,Hinker Nathan,2,CM.NRH,AVERA MEDICAL GROUP CORSICA,
85025,BLOOD COUNT COMPLETE (CBC)   AUTOMATED,HIN.NA,Hinker Nathan,1,CM.CL,AVERA MEDICAL GROUP CORSICA,
85027,BLOOD COUNT COMPLETE (CBC)   AUTOMATED,HIN.NA,Hinker Nathan,1,CM.CL,AVERA MEDICAL GROUP CORSICA,
99308,SUBSEQUENT NURSING HOME EXP/LOW,HIN.NA,Hinker Nathan,2,PV2.NH,GOOD SAMARITAN CORSICA,
99212,EST OFFICE VISIT PROBLEM FOCUSED,HIN.NA,Hinker Nathan,1,CM.CL,AVERA MEDICAL GROUP CORSICA,
36415,VENIPUNCTURE,HIL.JO02,Hilsabeck John E,3,SF.CL,AVERA MEDICAL GROUP SPENCER,
80061,LIPID PANEL,HIL.JO02,Hilsabeck John E,1,SF.CL,AVERA MEDICAL GROUP SPENCER,
84439,THYROXINEFREE,HIL.JO02,Hilsabeck John E,1,SF.CL,AVERA MEDICAL GROUP SPENCER,
84443,THYROID STIMULATING HORMONE  (TSH),HIL.JO02,Hilsabeck John E,2,SF.CL,AVERA MEDICAL GROUP SPENCER,
85610,PROTHROMBIN TIME,HIL.JO02,Hilsabeck John E,1,SF.CL,AVERA MEDICAL GROUP SPENCER,
96372,SUBQ/IM INJECTION,HER.MA,Herber Matt E,1,DC.CL,AVERA MEDICAL GROUP DELL RAPID,
99213,EST OFFICE VISIT EXP PROBLEM FOCUSED,HEN.BR01,Henley Brandon J,11,EV.CL,AVERA MEDICAL GROUP ESTHERVILL,
99214,EST OFFICE VISIT DETAILED,HEN.BR01,Henley Brandon J,2,EV.CL,AVERA MEDICAL GROUP ESTHERVILL,
99396,EST ROUTINE EXAM 40-64 YEARS,HEN.BR01,Henley Brandon J,1,EV.CL,AVERA MEDICAL GROUP ESTHERVILL,
99211,EST OFFICE VISIT  MINIMAL,GUT.BA,Gutshall Barbara J MD,2,OF.CL,AVERA MEDICAL GROUP ONEILL,
85610,PROTHROMBIN TIME,GUT.BA,Gutshall Barbara J MD,1,OF.CL,AVERA MEDICAL GROUP ONEILL,
90832,PSYCHOTHERAPY  30 MINUTES WITH PATIENT A,GRE.LE,Greguson-Lund Lezlee A PhD,2,MP.CL,AVERA MED GRP MIDWEST PSYCHIAT,
99214,EST OFFICE VISIT DETAILED,GAN.CH,Gant Christina M,5,MO.CL,AVERA MEDICAL ONC & HEMATOLOGY,
96372,THERAPEUTIC  PROPHYLACTIC  OR DIAGNOSTIC,FEI.HE,Feistner Heidi L,1,MGCLWE,AVERA MEDICAL GROUP MCGREEVY W,
85610-QW,PROTHROMBIN TIME,FEI.HE,Feistner Heidi L,1,MGCLWE,AVERA MEDICAL GROUP MCGREEVY W,
36416,FINGER STICK,FEI.HE,Feistner Heidi L,1,MGCLWE,AVERA MEDICAL GROUP MCGREEVY W,
J1050,INJECTION  MEDROXYPROGESTERONE ACETATE 1,FEI.HE,Feistner Heidi L,1,MGCLWE,AVERA MEDICAL GROUP MCGREEVY W,
82247,BILIRUBIN TOTAL,EIC.SH,Eich Shari L,1,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
90471,IMMUNIZATION ADMINISTRATION (INCLUDES PE,EIC.SH,Eich Shari L,1,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
36416,FINGER STICK,EIC.SH,Eich Shari L,1,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
90707-SL,MMR VACCINE,EIC.SH,Eich Shari L,1,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
99213,EST OFFICE VISIT EXP PROBLEM FOCUSED,EIC.SH,Eich Shari L,5,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
99383,NEW ROUTINE EXAM 5-11 YEARS,EIC.SH,Eich Shari L,1,MGCLMA,AVERA MEDICAL GROUP MCGREEVY 7,
80061,LIPID PANEL,ECK.RI,Eckmann Riley G MD,2,BF.CL,BLOOMFIELD MEDICAL CLINIC, PC
99396,EST ROUTINE EXAM 40-64 YEARS,ECK.RI,Eckmann Riley G MD,1,BF.CL,BLOOMFIELD MEDICAL CLINIC, PC
99214,EST OFFICE VISIT DETAILED,ECK.RI,Eckmann Riley G MD,1,BF.CL,BLOOMFIELD MEDICAL CLINIC, PC
93000,EKG WITH INTERP AND REPORT,ECK.RI,Eckmann Riley G MD,2,BF.CL,BLOOMFIELD MEDICAL CLINIC, PC
85610,PROTHROMBIN TIME,ECK.RI,Eckmann Riley G MD,1,BF.CL,BLOOMFIELD MEDICAL CLINIC, PC
99211,EST OFFICE VISIT  MINIMAL,ECK.RI,Eckmann Riley G MD,2,BF.CL,BLOOMFIELD MEDICAL CLINIC, PC
99213,EST OFFICE VISIT EXP PROBLEM FOCUSED,ECK.RI,Eckmann Riley G MD,6,BF.CL,BLOOMFIELD MEDICAL CLINIC, PC
74000,ABDOMEN X-RAY SINGLE AP VIEW,ECK.RI,Eckmann Riley G MD,1,BF.CL,BLOOMFIELD MEDICAL CLINIC, PC
85027,BLOOD COUNT COMPLETE (CBC)   AUTOMATED,ECK.RI,Eckmann Riley G MD,3,BF.CL,BLOOMFIELD MEDICAL CLINIC, PC
87880,LAB  STREPTOCOCCUS GROUP A,ECK.RI,Eckmann Riley G MD,1,BF.CL,BLOOMFIELD MEDICAL CLINIC, PC
95117,ALLERGY INJECTIONS 2 OR MORE,ECK.RI,Eckmann Riley G MD,1,BF.CL,BLOOMFIELD MEDICAL CLINIC, PC
72100,RADIOLOGIC EXAMINATION  SPINE  LUMBOSACR,ECK.RI,Eckmann Riley G MD,1,BF.CL,BLOOMFIELD MEDICAL CLINIC, PC
80048,BASIC METABOLIC PANEL,ECK.RI,Eckmann Riley G MD,1,BF.CL,BLOOMFIELD MEDICAL CLINIC, PC
81000,URINALYSIS  BY DIP STICK OR TABLET REAGE,ECK.RI,Eckmann Riley G MD,3,BF.CL,BLOOMFIELD MEDICAL CLINIC, PC
G0439,ANNUAL WELLNESS VISIT INCLUDES A PERSON,ECK.RI,Eckmann Riley G MD,1,BF.CL,BLOOMFIELD MEDICAL CLINIC, PC
85025,BLOOD COUNT COMPLETE (CBC)   AUTOMATED,ECK.RI,Eckmann Riley G MD,5,BF.CL,BLOOMFIELD MEDICAL CLINIC, PC
80053,COMPREHENSIVE METABOLIC PANEL,ECK.RI,Eckmann Riley G MD,3,BF.CL,BLOOMFIELD MEDICAL CLINIC, PC
36415,VENIPUNCTURE,ECK.RI,Eckmann Riley G MD,3,BF.CL,BLOOMFIELD MEDICAL CLINIC, PC
87880-QW,LAB  STREPTOCOCCUS GROUP A,DYN.RO,Dynes Rodney W,1,UM.CL,AVERA UNITED MEDICAL CLINIC,
36415,VENIPUNCTURE,DYN.RO,Dynes Rodney W,2,UM.CL,AVERA UNITED MEDICAL CLINIC,
81001,URINALYSIS  BY DIP STICK OR TABLET REAGE,DYN.RO,Dynes Rodney W,1,UM.CL,AVERA UNITED MEDICAL CLINIC,
99999,NO CHARGE VISIT,DYN.RO,Dynes Rodney W,1,UM.CL,AVERA UNITED MEDICAL CLINIC,
99213,EST OFFICE VISIT EXP PROBLEM FOCUSED,DYN.RO,Dynes Rodney W,5,UM.CL,AVERA UNITED MEDICAL CLINIC,
45380,COLONOSCOPY W/ BIOPSY (IES),DYN.RO,Dynes Rodney W,1,SN.IOP,WINDOM AREA HOSP SANFORD OP,
85610-QW,PROTHROMBIN TIME,DYN.RO,Dynes Rodney W,1,UM.CL,AVERA UNITED MEDICAL CLINIC,
99024,POSTOPERATIVE FOLLOW-UP VISIT,DYN.RO,Dynes Rodney W,1,UM.CL,AVERA UNITED MEDICAL CLINIC,
99212,EST OFFICE VISIT PROBLEM FOCUSED,DYN.RO,Dynes Rodney W,1,UM.CL,AVERA UNITED MEDICAL CLINIC,
80048,BASIC METABOLIC PANEL,DYN.RO,Dynes Rodney W,1,UM.CL,AVERA UNITED MEDICAL CLINIC,
96372,THERAPEUTIC  PROPHYLACTIC  OR DIAGNOSTIC,DRU.TE,Drueke Terra J,1,OF.NRH,AVERA MEDICAL GROUP ONEILL,
J1050,*USE J105001,DRU.TE,Drueke Terra J,1,OF.NRH,AVERA MEDICAL GROUP ONEILL,
71020,CHEST X-RAY 2 VIEWS FRONT AND LATERAL,DRE.PA,Dreis Patrick,1,MC.CL,AVERA MEDICAL GROUP MILBANK,
81001,URINALYSIS  BY DIP STICK OR TABLET REAGE,CUD.GA,Cuddy Gary D PA,1,OF.VA,AVERA MEDICAL GROUP ONEILL,
85610,PROTHROMBIN TIME,CUD.GA,Cuddy Gary D PA,2,OF.VA,AVERA MEDICAL GROUP ONEILL,
